paper_id,bibtex,entry_type,venue,publisher,year,peer_reviewed,publisher_type,publisher_family,publisher_type_source,doaj_listed,is_open_access,J_verbatim,J_numeric,J_report_reported,J_coding_rule,n_scenarios,J_is_outer_replication,confounded_with,justification_given,justification_quote,justification_type,is_arxiv_preprint
pmlr-v202-wu23i,"@InProceedings{pmlr-v202-wu23i,
  title = 	 {Stable Estimation of Heterogeneous Treatment Effects},
  author =       {Wu, Anpeng and Kuang, Kun and Xiong, Ruoxuan and Li, Bo and Wu, Fei},
  booktitle = 	 {Proceedings of the 40th International Conference on Machine Learning},
  pages = 	 {37496--37510},
  year = 	 {2023},
  editor = 	 {Krause, Andreas and Brunskill, Emma and Cho, Kyunghyun and Engelhardt, Barbara and Sabato, Sivan and Scarlett, Jonathan},
  volume = 	 {202},
  series = 	 {Proceedings of Machine Learning Research},
  month = 	 {23--29 Jul},
  publisher =    {PMLR},
  pdf = 	 {https://proceedings.mlr.press/v202/wu23i/wu23i.pdf},
  url = 	 {https://proceedings.mlr.press/v202/wu23i.html},

}",inproceedings,Proceedings of the 40th International Conference on Machine Learning,PMLR,2023,Y,conference,conference,entry type / proceedings title,0,0,10,10,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Gao2021,"@article{Gao2021,
  title = {Assessment of heterogeneous treatment effect estimation accuracy via matching},
  volume = {40},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.9010},
  DOI = {10.1002/sim.9010},
  number = {17},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Gao,  Zijun and Hastie,  Trevor and Tibshirani,  Robert},
  year = {2021},
  month = apr,
  pages = {3990–4013}
}",article,Statistics in Medicine,Wiley,2021,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,50,50,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Lyu2022,"@article{Lyu2022,
  title = {Estimating Heterogeneous Treatment Effects Within Latent Class Multilevel Models: A Bayesian Approach},
  volume = {48},
  ISSN = {1935-1054},
  url = {http://dx.doi.org/10.3102/10769986221115446},
  DOI = {10.3102/10769986221115446},
  number = {1},
  journal = {Journal of Educational and Behavioral Statistics},
  publisher = {American Educational Research Association (AERA)},
  author = {Lyu,  Weicong and Kim,  Jee-Seon and Suk,  Youmi},
  year = {2022},
  month = aug,
  pages = {3–36}
}",article,Journal of Educational and Behavioral Statistics,American Educational Research Association (AERA),2022,Y,hybrid/subscription,society,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Feng2019,"@article{Feng2019,
  title = {Estimation of Heterogeneous Individual Treatment Effects With Endogenous Treatments},
  volume = {115},
  ISSN = {1537-274X},
  url = {http://dx.doi.org/10.1080/01621459.2018.1543121},
  DOI = {10.1080/01621459.2018.1543121},
  number = {529},
  journal = {Journal of the American Statistical Association},
  publisher = {Informa UK Limited},
  author = {Feng,  Qian and Vuong,  Quang and Xu,  Haiqing},
  year = {2019},
  month = apr,
  pages = {231–240}
}",article,Journal of the American Statistical Association,Informa UK Limited,2019,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2407.05287,"@misc{https://doi.org/10.48550/arxiv.2407.05287,
  doi = {10.48550/ARXIV.2407.05287},
  url = {https://arxiv.org/abs/2407.05287},
  author = {Frauen,  Dennis and Hess,  Konstantin and Feuerriegel,  Stefan},
  keywords = {Machine Learning (cs.LG),  Machine Learning (stat.ML),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {Model-agnostic meta-learners for estimating heterogeneous treatment effects over time},
  publisher = {arXiv},
  year = {2024},
  copyright = {arXiv.org perpetual,  non-exclusive license}
}",misc,,arXiv,2024,N,preprint,preprint-server,entry type @misc,0,0,5,5,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
Gong2021,"@article{Gong2021,
  title = {Heterogeneous treatment effect analysis based on machine‐learning methodology},
  volume = {10},
  ISSN = {2163-8306},
  url = {http://dx.doi.org/10.1002/psp4.12715},
  DOI = {10.1002/psp4.12715},
  number = {11},
  journal = {CPT: Pharmacometrics &amp; Systems Pharmacology},
  publisher = {Wiley},
  author = {Gong,  Xiajing and Hu,  Meng and Basu,  Mahashweta and Zhao,  Liang},
  year = {2021},
  month = oct,
  pages = {1433–1443}
}",article,CPT: Pharmacometrics &amp; Systems Pharmacology,Wiley,2021,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
McJames2024,"@article{McJames2024,
  title = {Bayesian causal forests for multivariate outcomes: application to Irish data from an international large scale education assessment},
  volume = {188},
  ISSN = {1467-985X},
  url = {http://dx.doi.org/10.1093/jrsssa/qnae049},
  DOI = {10.1093/jrsssa/qnae049},
  number = {2},
  journal = {Journal of the Royal Statistical Society Series A: Statistics in Society},
  publisher = {Oxford University Press (OUP)},
  author = {McJames,  Nathan and O’Shea,  Ann and Goh,  Yong Chen and Parnell,  Andrew},
  year = {2024},
  month = may,
  pages = {428–450}
}",article,Journal of the Royal Statistical Society Series A: Statistics in Society,Oxford University Press (OUP),2024,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Caron2022,"@article{Caron2022,
  title = {Estimating Individual Treatment Effects using Non-Parametric Regression Models: a Review},
  volume = {185},
  ISSN = {1467-985X},
  url = {http://dx.doi.org/10.1111/rssa.12824},
  DOI = {10.1111/rssa.12824},
  number = {3},
  journal = {Journal of the Royal Statistical Society Series A: Statistics in Society},
  publisher = {Oxford University Press (OUP)},
  author = {Caron,  Alberto and Baio,  Gianluca and Manolopoulou,  Ioanna},
  year = {2022},
  month = mar,
  pages = {1115–1149}
}",article,Journal of the Royal Statistical Society Series A: Statistics in Society,Oxford University Press (OUP),2022,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
nie2021nonparametric,"@incollection{nie2021nonparametric,
  title={Nonparametric heterogeneous treatment effect estimation in repeated cross sectional designs},
  author={Nie, Xinkun and Lu, Chen and Wager, Stefan},
  booktitle={Handbook of Statistical Methods for Precision Medicine},
  pages={181--206},
  year={2021},
  publisher={Chapman and Hall/CRC}
}",incollection,Handbook of Statistical Methods for Precision Medicine,Chapman and Hall/CRC,2021,Y,book-chapter,other,entry type @incollection/@book,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
NEURIPS2020_f75b757d,"@inproceedings{NEURIPS2020_f75b757d,
 author = {Gao, Zijun and Han, Yanjun},
 booktitle = {Advances in Neural Information Processing Systems},
 editor = {H. Larochelle and M. Ranzato and R. Hadsell and M.F. Balcan and H. Lin},
 pages = {21751--21762},
 publisher = {Curran Associates, Inc.},
 title = {Minimax Optimal Nonparametric Estimation of Heterogeneous Treatment Effects},
 url = {https://proceedings.neurips.cc/paper_files/paper/2020/file/f75b757d3459c3e93e98ddab7b903938-Paper.pdf},
 volume = {33},
 year = {2020}
}",inproceedings,Advances in Neural Information Processing Systems,"Curran Associates, Inc.",2020,Y,conference,conference,entry type / proceedings title,0,0,100,100,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2410.06377,"@misc{https://doi.org/10.48550/arxiv.2410.06377,
  doi = {10.48550/ARXIV.2410.06377},
  url = {https://arxiv.org/abs/2410.06377},
  author = {Zhang,  Xinhai and Qiao,  Xingye},
  keywords = {Methodology (stat.ME),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {A Non-parametric Direct Learning Approach to Heterogeneous Treatment Effect Estimation under Unmeasured Confounding},
  publisher = {arXiv},
  year = {2024},
  copyright = {Creative Commons Attribution 4.0 International}
}",misc,,arXiv,2024,N,preprint,preprint-server,entry type @misc,0,0,100,100,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
Tabib2019,"@article{Tabib2019,
  title = {Non-parametric individual treatment effect estimation for survival data with random forests},
  volume = {36},
  ISSN = {1367-4811},
  url = {http://dx.doi.org/10.1093/bioinformatics/btz602},
  DOI = {10.1093/bioinformatics/btz602},
  number = {2},
  journal = {Bioinformatics},
  publisher = {Oxford University Press (OUP)},
  author = {Tabib,  Sami and Larocque,  Denis},
  editor = {Wren,  Jonathan},
  year = {2019},
  month = aug,
  pages = {629–636}
}",article,Bioinformatics,Oxford University Press (OUP),2019,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,100,100,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Frlich2017,"@article{Frlich2017,
  title = {The finite sample performance of semi- and non-parametric estimators for treatment effects and policy evaluation},
  volume = {115},
  ISSN = {0167-9473},
  url = {http://dx.doi.org/10.1016/j.csda.2017.05.007},
  DOI = {10.1016/j.csda.2017.05.007},
  journal = {Computational Statistics &amp; Data Analysis},
  publisher = {Elsevier BV},
  author = {Fr\""{o}lich,  Markus and Huber,  Martin and Wiesenfarth,  Manuel},
  year = {2017},
  month = nov,
  pages = {91–102}
}",article,Computational Statistics &amp; Data Analysis,Elsevier BV,2017,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Rubinstein2023,"@article{Rubinstein2023,
  title = {Heterogeneous interventional effects with multiple mediators: Semiparametric and nonparametric approaches},
  volume = {11},
  ISSN = {2193-3685},
  url = {http://dx.doi.org/10.1515/jci-2022-0070},
  DOI = {10.1515/jci-2022-0070},
  number = {1},
  journal = {Journal of Causal Inference},
  publisher = {Walter de Gruyter GmbH},
  author = {Rubinstein,  Max and Branson,  Zach and Kennedy,  Edward H.},
  year = {2023},
  month = jan 
}",article,Journal of Causal Inference,Walter de Gruyter GmbH,2023,Y,gold-OA,commercial,DOAJ exact title match (2193-3677;2193-3685),1,1,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Kim2024,"@article{Kim2024,
  title = {Bayesian Nonparametric Model for Heterogeneous Treatment Effects With Zero‐Inflated Data},
  volume = {43},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.10266},
  DOI = {10.1002/sim.10266},
  number = {30},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Kim,  Chanmin and Li,  Yisheng and Xu,  Ting and Liao,  Zhongxing},
  year = {2024},
  month = nov,
  pages = {5968–5982}
}",article,Statistics in Medicine,Wiley,2024,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Park2023,"@article{Park2023,
  title = {A groupwise approach for inferring heterogeneous treatment effects in causal inference},
  volume = {187},
  ISSN = {1467-985X},
  url = {http://dx.doi.org/10.1093/jrsssa/qnad125},
  DOI = {10.1093/jrsssa/qnad125},
  number = {2},
  journal = {Journal of the Royal Statistical Society Series A: Statistics in Society},
  publisher = {Oxford University Press (OUP)},
  author = {Park,  Chan and Kang,  Hyunseung},
  year = {2023},
  month = nov,
  pages = {374–392}
}",article,Journal of the Royal Statistical Society Series A: Statistics in Society,Oxford University Press (OUP),2023,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,500,500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2410.11797,"@misc{https://doi.org/10.48550/arxiv.2410.11797,
  doi = {10.48550/ARXIV.2410.11797},
  url = {https://arxiv.org/abs/2410.11797},
  author = {Bong,  Heejong and Fogarty,  Colin B. and Levina,  Elizaveta and Zhu,  Ji},
  keywords = {Methodology (stat.ME),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {Heterogeneous Treatment Effects under Network Interference: A Nonparametric Approach Based on Node Connectivity},
  publisher = {arXiv},
  year = {2024},
  copyright = {Creative Commons Attribution 4.0 International}
}",misc,,arXiv,2024,N,preprint,preprint-server,entry type @misc,0,0,80,80,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
Caron2022,"@article{Caron2022,
  title = {Shrinkage Bayesian Causal Forests for Heterogeneous Treatment Effects Estimation},
  volume = {31},
  ISSN = {1537-2715},
  url = {http://dx.doi.org/10.1080/10618600.2022.2067549},
  DOI = {10.1080/10618600.2022.2067549},
  number = {4},
  journal = {Journal of Computational and Graphical Statistics},
  publisher = {Informa UK Limited},
  author = {Caron,  Alberto and Baio,  Gianluca and Manolopoulou,  Ioanna},
  year = {2022},
  month = may,
  pages = {1202–1214}
}",article,Journal of Computational and Graphical Statistics,Informa UK Limited,2022,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Brantner2024,"@article{Brantner2024,
  title = {Comparison of methods that combine multiple randomized trials to estimate heterogeneous treatment effects},
  volume = {43},
  ISSN = {1097-0258},
  url = {http://dx.doi.org/10.1002/sim.9955},
  DOI = {10.1002/sim.9955},
  number = {7},
  journal = {Statistics in Medicine},
  publisher = {Wiley},
  author = {Brantner,  Carly Lupton and Nguyen,  Trang Quynh and Tang,  Tengjie and Zhao,  Congwen and Hong,  Hwanhee and Stuart,  Elizabeth A.},
  year = {2024},
  month = jan,
  pages = {1291–1314}
}",article,Statistics in Medicine,Wiley,2024,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
NEURIPS2021_e0eacd98,"@inproceedings{NEURIPS2021_e0eacd98,
 author = {Curth, Alicia and Lee, Changhee and van der Schaar, Mihaela},
 booktitle = {Advances in Neural Information Processing Systems},
 editor = {M. Ranzato and A. Beygelzimer and Y. Dauphin and P.S. Liang and J. Wortman Vaughan},
 pages = {26740--26753},
 publisher = {Curran Associates, Inc.},
 title = {SurvITE: Learning Heterogeneous Treatment Effects from Time-to-Event Data},
 url = {https://proceedings.neurips.cc/paper_files/paper/2021/file/e0eacd983971634327ae1819ea8b6214-Paper.pdf},
 volume = {34},
 year = {2021}
}",inproceedings,Advances in Neural Information Processing Systems,"Curran Associates, Inc.",2021,Y,conference,conference,entry type / proceedings title,0,0,Not mentioned,,0,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Daz2021,"@article{Daz2021,
  title = {Nonparametric Causal Effects Based on Longitudinal Modified Treatment Policies},
  volume = {118},
  ISSN = {1537-274X},
  url = {http://dx.doi.org/10.1080/01621459.2021.1955691},
  DOI = {10.1080/01621459.2021.1955691},
  number = {542},
  journal = {Journal of the American Statistical Association},
  publisher = {Informa UK Limited},
  author = {Díaz,  Iván and Williams,  Nicholas and Hoffman,  Katherine L. and Schenck,  Edward J.},
  year = {2021},
  month = sep,
  pages = {846–857}
}",article,Journal of the American Statistical Association,Informa UK Limited,2021,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2203.10975,"@misc{https://doi.org/10.48550/arxiv.2203.10975,
  doi = {10.48550/ARXIV.2203.10975},
  url = {https://arxiv.org/abs/2203.10975},
  author = {Wan,  Shu and Zheng,  Chen and Sun,  Zhonggen and Xu,  Mengfan and Yang,  Xiaoqing and Zhu,  Hongtu and Guo,  Jiecheng},
  keywords = {Machine Learning (stat.ML),  Machine Learning (cs.LG),  Applications (stat.AP),  Methodology (stat.ME),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {GCF: Generalized Causal Forest for Heterogeneous Treatment Effect Estimation in Online Marketplace},
  publisher = {arXiv},
  year = {2022},
  copyright = {arXiv.org perpetual,  non-exclusive license}
}",misc,,arXiv,2022,N,preprint,preprint-server,entry type @misc,0,0,100,100,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
Heiler2024,"@article{Heiler2024,
  title = {Heterogeneous treatment effect bounds under sample selection with an application to the effects of social media on political polarization},
  volume = {244},
  ISSN = {0304-4076},
  url = {http://dx.doi.org/10.1016/j.jeconom.2024.105856},
  DOI = {10.1016/j.jeconom.2024.105856},
  number = {1},
  journal = {Journal of Econometrics},
  publisher = {Elsevier BV},
  author = {Heiler,  Phillip},
  year = {2024},
  month = aug,
  pages = {105856}
}",article,Journal of Econometrics,Elsevier BV,2024,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Shin2023,"@article{Shin2023,
  title = {Improved Inference for Doubly Robust Estimators of Heterogeneous Treatment Effects},
  volume = {79},
  ISSN = {1541-0420},
  url = {http://dx.doi.org/10.1111/biom.13837},
  DOI = {10.1111/biom.13837},
  number = {4},
  journal = {Biometrics},
  publisher = {Oxford University Press (OUP)},
  author = {Shin,  Heejun and Antonelli,  Joseph},
  year = {2023},
  month = feb,
  pages = {3140–3152}
}",article,Biometrics,Oxford University Press (OUP),2023,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,500,500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2407.07067,"@misc{https://doi.org/10.48550/arxiv.2407.07067,
  doi = {10.48550/ARXIV.2407.07067},
  url = {https://arxiv.org/abs/2407.07067},
  author = {Thal,  Dan R. C. and Forrow,  Lauren V. and Lipman,  Erin R. and Starling,  Jennifer E. and Finucane,  Mariel M.},
  keywords = {Methodology (stat.ME),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {Aggregate Bayesian Causal Forests: The ABCs of Flexible Causal Inference for Hierarchically Structured Data},
  publisher = {arXiv},
  year = {2024},
  copyright = {Creative Commons Attribution 4.0 International}
}",misc,,arXiv,2024,N,preprint,preprint-server,entry type @misc,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
Kim2025,"@article{Kim2025,
  title = {Bayesian nonparametric trees for principal causal effects},
  volume = {81},
  ISSN = {1541-0420},
  url = {http://dx.doi.org/10.1093/biomtc/ujaf024},
  DOI = {10.1093/biomtc/ujaf024},
  number = {1},
  journal = {Biometrics},
  publisher = {Oxford University Press (OUP)},
  author = {Kim,  Chanmin and Zigler,  Corwin},
  year = {2025},
  month = jan 
}",article,Biometrics,Oxford University Press (OUP),2025,Y,hybrid/subscription,university-press,not listed in DOAJ,0,0,200,200,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
10.1214/20-AOAS1438,"@article{10.1214/20-AOAS1438,
author = {Jennifer E. Starling and Jared S. Murray and Patricia A. Lohr and Abigail R. A. Aiken and Carlos M. Carvalho and James G. Scott},
title = {{Targeted Smooth Bayesian Causal Forests: An analysis of heterogeneous treatment effects for simultaneous vs. interval medical abortion regimens over gestation}},
volume = {15},
journal = {The Annals of Applied Statistics},
number = {3},
publisher = {Institute of Mathematical Statistics},
pages = {1194 -- 1219},
keywords = {Bayesian additive regression tree, Causal inference, Gaussian process, heterogeneous treatment effects, regularization},
year = {2021},
doi = {10.1214/20-AOAS1438},
URL = {https://doi.org/10.1214/20-AOAS1438}
}",article,The Annals of Applied Statistics,Institute of Mathematical Statistics,2021,Y,hybrid/subscription,society,not listed in DOAJ,0,0,50,50,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2407.11927,"@misc{https://doi.org/10.48550/arxiv.2407.11927,
  doi = {10.48550/ARXIV.2407.11927},
  url = {https://arxiv.org/abs/2407.11927},
  author = {McJames,  Nathan and O'Shea,  Ann and Parnell,  Andrew},
  keywords = {Machine Learning (stat.ML),  Machine Learning (cs.LG),  Applications (stat.AP),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {Bayesian Causal Forests for Longitudinal Data: Assessing the Impact of Part-Time Work on Growth in High School Mathematics Achievement},
  publisher = {arXiv},
  year = {2024},
  copyright = {Creative Commons Attribution 4.0 International}
}",misc,,arXiv,2024,N,preprint,preprint-server,entry type @misc,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
10.1214/21-AOAS1579,"@article{10.1214/21-AOAS1579,
author = {Falco J. Bargagli-Stoffi and Kristof De Witte and Giorgio Gnecco},
title = {{Heterogeneous causal effects with imperfect compliance: A Bayesian machine learning approach}},
volume = {16},
journal = {The Annals of Applied Statistics},
number = {3},
publisher = {Institute of Mathematical Statistics},
pages = {1986 -- 2009},
keywords = {Causal inference, Heterogeneous effects, instrumental variable, Interpretable machine learning, school funding, students’ performance},
year = {2022},
doi = {10.1214/21-AOAS1579},
URL = {https://doi.org/10.1214/21-AOAS1579}
}",article,The Annals of Applied Statistics,Institute of Mathematical Statistics,2022,Y,hybrid/subscription,society,not listed in DOAJ,0,0,500,500,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2504.03480,"@misc{https://doi.org/10.48550/arxiv.2504.03480,
  doi = {10.48550/ARXIV.2504.03480},
  url = {https://arxiv.org/abs/2504.03480},
  author = {Zorzetto,  Dafne and Landy,  Jenna and Zigler,  Corwin and Parmigiani,  Giovanni and De Vito,  Roberta},
  keywords = {Methodology (stat.ME),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {Multivariate Causal Effects: a Bayesian Causal Regression Factor Model},
  publisher = {arXiv},
  year = {2025},
  copyright = {Creative Commons Attribution 4.0 International}
}",misc,,arXiv,2025,N,preprint,preprint-server,entry type @misc,0,0,50,50,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
Pang2016,"@article{Pang2016,
  title = {Effect Estimation in Point-Exposure Studies with Binary Outcomes and High-Dimensional Covariate Data – A Comparison of Targeted Maximum Likelihood Estimation and Inverse Probability of Treatment Weighting},
  volume = {12},
  ISSN = {1557-4679},
  url = {http://dx.doi.org/10.1515/ijb-2015-0034},
  DOI = {10.1515/ijb-2015-0034},
  number = {2},
  journal = {The International Journal of Biostatistics},
  publisher = {Walter de Gruyter GmbH},
  author = {Pang,  Menglan and Schuster,  Tibor and Filion,  Kristian B. and Schnitzer,  Mireille E. and Eberg,  Maria and Platt,  Robert W.},
  year = {2016},
  month = nov 
}",article,The International Journal of Biostatistics,Walter de Gruyter GmbH,2016,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Mayer2020,"@article{Mayer2020,
  title = {Doubly robust treatment effect estimation with missing attributes},
  volume = {14},
  ISSN = {1932-6157},
  url = {http://dx.doi.org/10.1214/20-AOAS1356},
  DOI = {10.1214/20-aoas1356},
  number = {3},
  journal = {The Annals of Applied Statistics},
  publisher = {Institute of Mathematical Statistics},
  author = {Mayer,  Imke and Sverdrup,  Erik and Gauss,  Tobias and Moyer,  Jean-Denis and Wager,  Stefan and Josse,  Julie},
  year = {2020},
  month = sep 
}",article,The Annals of Applied Statistics,Institute of Mathematical Statistics,2020,Y,hybrid/subscription,society,not listed in DOAJ,0,0,100,100,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
Chaudhuri2025,"@article{Chaudhuri2025,
  title = {Heavy tail robust estimation and inference for average treatment effects},
  volume = {44},
  ISSN = {1532-4168},
  url = {http://dx.doi.org/10.1080/07474938.2024.2444229},
  DOI = {10.1080/07474938.2024.2444229},
  number = {5},
  journal = {Econometric Reviews},
  publisher = {Informa UK Limited},
  author = {Chaudhuri,  Saraswata and Hill,  Jonathan B.},
  year = {2025},
  month = jan,
  pages = {544–586}
}",article,Econometric Reviews,Informa UK Limited,2025,Y,hybrid/subscription,commercial,not listed in DOAJ,0,0,10000,10000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,0
https://doi.org/10.48550/arxiv.2308.02005,"@misc{https://doi.org/10.48550/arxiv.2308.02005,
  doi = {10.48550/ARXIV.2308.02005},
  url = {https://arxiv.org/abs/2308.02005},
  author = {Zhu,  Jianan and Zhang,  Jeffrey and Guo,  Zijian and Heng,  Siyu},
  keywords = {Methodology (stat.ME),  FOS: Computer and information sciences,  FOS: Computer and information sciences},
  title = {Randomization-Based Inference for Average Treatment Effects in Inexactly Matched Observational Studies},
  publisher = {arXiv},
  year = {2023},
  copyright = {arXiv.org perpetual,  non-exclusive license}
}",misc,,arXiv,2023,N,preprint,preprint-server,entry type @misc,0,0,1000,1000,1,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,,REVIEW_REQUIRED,1
